, CS Length, BB Drop, Stack, SS E, ST Angle, BB OD, TT OD, HT OD, DT OD, CS OD, SS OD, ST OD, CS F, HT LX, ST UX, HT UX, HT Angle, HT Length, ST Length, BB Length, Dropout Offset, SSB OD, CSB OD, Material, SSB Offset, CSB Offset, SS Z, SS Thickness, CS Thickness, TT Thickness, BB Thickness, HT Thickness, ST Thickness, DT Thickness, DT Length
1324,0.405,0.065,0.5656,0.04,72.5,0.04,0.027,0.0317,0.0365,0.02125,0.01275,0.0286,0.015,0.035,0.02,0.03,72.0,0.1139,0.51,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.007,0.0015489328679249548,0.007029109014266889,0.005200378534599875,0.0017009430883048989,0.001139268788125585,0.00432504986914092,0.0030091547210586147,0.6203239939879133
1325,0.425,0.065,0.5656,0.03,73.0,0.04,0.03135,0.0317,0.03515,0.01735,0.011699999999999999,0.0286,0.015,0.037,0.0095,0.027899999999999998,70.5,0.093,0.5045,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.007,0.0026670727537394722,0.0026321912783759693,0.0031741819705420017,0.0064904998275515146,0.0008634611633938612,0.003336037710859992,0.007264300835496229,0.6301435673273306
1326,0.425,0.066,0.5656,0.045,72.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013,0.0318,0.015,0.0474,0.0465,0.039,72.0,0.15569999999999998,0.605,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009,0.006447916937597816,0.006447916937597816,0.0033482595998152553,0.0005653697432562669,0.0005395155531903382,0.0020481836218514417,0.0022756644484374787,0.6624162174567454
1327,0.343,-0.0453,0.5656,0.04,71.0,0.04,0.0302,0.045,0.0355,0.023350000000000003,0.019,0.026,0.015,0.040799999999999996,0.0318,0.027399999999999997,74.25,0.114,0.22180000000000002,0.068,0.11,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.0112,0.007662687657520478,0.0008008044508286462,0.0022165288626062136,0.0010792480260145409,0.0013322935782196102,0.001446022243294976,0.0019833208653330164,0.5084132175620739
1328,0.38039,0.06,0.5656,0.1,73.5,0.04,0.0385,0.045,0.03245,0.023350000000000003,0.0145,0.0318,0.015,0.0499,0.049,0.044,70.5,0.15259999999999999,0.52,0.068,0.12,0.016,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009,0.005061537849337526,0.0013081546149031696,0.0007202271823423276,0.003981974239760699,0.006041572391110681,0.0012374249621702753,0.001610153246853182,0.6220053823628429
1329,0.41326,0.06,0.5656,0.12,73.5,0.04,0.0385,0.045,0.03245,0.023350000000000003,0.0145,0.0318,0.015,0.0499,0.03,0.05,70.5,0.1705,0.54,0.068,0.12,0.016,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009,0.0010492822912980563,0.005160595235628804,0.007504617237434549,0.001557452651880679,0.0027073622273426985,0.005848106303081664,0.0009485469091518358,0.6357855049342718
1330,0.4,0.05,0.5656,0.02,73.0,0.04,0.0254,0.0317,0.0365,0.0175,0.0125,0.0286,0.015,0.0334,0.0159,0.0247,74.0,0.13,0.5559,0.068,0.13,0.016,0.018, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009,0.0030759094518855667,0.0006190407136004096,0.0028673496582180833,0.0023363777342349404,0.0006449213174354127,0.0010666921881305493,0.001396138579890496,0.624447775799552
1331,0.35,0.0,0.5656,0.02,71.5,0.04,0.027700000000000002,0.045,0.04,0.025,0.013,0.03,0.015,0.1105,0.05,0.1,75.0,0.12,0.3,0.07,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009,0.0077642326527265,0.0021875398532868805,0.002539530108967824,0.0010935500882316008,0.00955667187401731,0.000655382267415553,0.006727322105003753,0.6131140082776494
1332,0.38944,0.06,0.5656,0.12,73.5,0.04,0.0385,0.048,0.03245,0.023350000000000003,0.0145,0.0318,0.015,0.0409,0.04,0.04,70.5,0.1705,0.54,0.068,0.12,0.016,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009,0.0019659902945952253,0.000505885408191653,0.00858879170805454,0.0011210842347755014,0.009431684351999686,0.0012901019343390656,0.009883661238368363,0.631411984668683
1334,0.405,0.07,0.5656,0.045,74.0,0.04,0.0327,0.045,0.0365,0.0325,0.019,0.0318,0.015,0.045,0.0513,0.029,73.0,0.1,0.5173,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009,0.0005095989160074443,0.0011194455565018695,0.003881336054144228,0.002748260323894417,0.008427011359585656,0.0010253847724903153,0.0048619736810750665,0.6504130743054499
1335,0.4,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.0255,0.0165,0.0318,0.015,0.044700000000000004,0.0519,0.0337,73.0,0.1453,0.6119,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009,0.0030781599332636157,0.0031280892443628213,0.0014281544939605572,0.002954633798183496,0.0038502352824938296,0.0006167810779195834,0.002907473113634746,0.673598021679051
1337,0.42,0.024,0.5656,0.041,73.5,0.04,0.029200000000000004,0.05,0.0365,0.022,0.016,0.0318,0.015,0.056100000000000004,0.041299999999999996,0.0197,70.5,0.12,0.32,0.068,0.135,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.008,0.0010023980221746972,0.0011317942701806801,0.008396250902102824,0.0007265761191428693,0.000731909631542148,0.0013216180382072328,0.001955950814705912,0.6997816230110151
1338,0.405,0.072,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013,0.0318,0.015,0.0498,0.0182,0.0355,74.0,0.1355,0.5102,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009,0.0005847143326078496,0.0034527072942436275,0.00867718686954279,0.00348314355232907,0.006967687550335009,0.002136936794896301,0.000754189475417645,0.6606707180453409
1339,0.435,0.065,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013,0.0318,0.015,0.0469,0.0496,0.0344,69.5,0.12029999999999999,0.5207,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009,0.0006270148300984463,0.0012092424734807448,0.007864246907573504,0.0007717665427361122,0.0007650227248820593,0.0008581099097284009,0.00144549354413315,0.74682204193874
1340,0.375,-0.004,0.5656,0.045,76.5,0.04,0.029200000000000004,0.043,0.041,0.027350000000000003,0.0215,0.034,0.015,0.05,0.0354,0.023,71.5,0.1,0.27,0.068,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009,0.0008559161034728484,0.008620257556948877,0.0010519717161670944,0.0008916998978232136,0.0008982455195910829,0.009059815900345762,0.004359986016801384,0.6193819004286795
1341,0.385,0.05,0.5656,0.045,75.5,0.033,0.0254,0.0317,0.0365,0.02125,0.0145,0.028,0.015,0.038200000000000005,0.0429,0.030100000000000002,75.0,0.1128,0.6129,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009,0.000545068204374667,0.002015491332963581,0.004833609142488602,0.0015353980480655594,0.003218598998097185,0.002637973014799084,0.0024880528804677956,0.6299483781259327
1342,0.39,0.05,0.5656,0.045,75.0,0.04,0.0224,0.035,0.0318,0.023350000000000003,0.013,0.0318,0.015,0.0344,0.005,0.0304,74.0,0.1,0.55,0.068,0.12,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009,0.0021299152486611924,0.007910395805485533,0.0016107421714287899,0.0038124065472977123,0.0007695120238633724,0.0005798170009872934,0.0009767067390831663,0.6165491064220966
1343,0.41,0.01,0.5656,0.104,71.5,0.04,0.0385,0.06,0.0455,0.031,0.0165,0.0318,0.015,0.035,0.1012,0.022600000000000002,67.0,0.1,0.33,0.073,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009,0.0009516739190096063,0.003698429838251973,0.0011748078479584868,0.004256015150638218,0.008006434959748185,0.00145025880404622,0.0017902932827427737,0.6248610217668933
1348,0.425,0.07,0.5656,0.095,73.0,0.04,0.027100000000000003,0.035,0.0365,0.023350000000000003,0.013,0.0288,0.015,0.041,0.0257,0.0354,73.0,0.1527,0.5957,0.068,0.13,0.016,0.018, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.35,0.009,0.0005881455476193257,0.006688075206532519,0.001326459910603237,0.0005324594657812304,0.001720964577075789,0.005109892154829933,0.002982860252187837,0.6446592688139213
1349,0.425,0.039999999999998995,0.5656,0.035,73.0,0.04,0.028300000000000002,0.0318,0.0365,0.023,0.013,0.03,0.015,0.0351,0.0304,0.030600000000000002,71.0,0.0999,0.51,0.068,0.135,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.01,0.0032648312606900726,0.00873768685110473,0.0011405193314901736,0.004624392153897121,0.00417432113714,0.0012924629789263953,0.0011044008766242308,0.6323526366336136
1350,0.38,0.05,0.5656,0.025,77.0,0.04,0.026200000000000005,0.0318,0.0365,0.0182,0.010199999999999999,0.0288,0.015,0.0293,0.0125,0.023399999999999997,74.5,0.1824,0.5725,0.068,0.12,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009,0.0015421506093752856,0.006063706261671849,0.00393277104257472,0.0006082694297926604,0.007983046204573439,0.005177607817735265,0.002006666171068031,0.6363736502912528
1351,0.4,0.05,0.5656,0.025,77.0,0.04,0.026200000000000005,0.0318,0.0365,0.0182,0.010199999999999999,0.0288,0.015,0.0293,0.0125,0.023399999999999997,74.5,0.1824,0.5725,0.068,0.12,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009,0.009956213347330184,0.005897501398205968,0.0017109245461429993,0.00428725690078578,0.001599589348795857,0.0010016651563940992,0.007948091117432764,0.6363736502912528
1352,0.405,0.07,0.5656,0.025,75.0,0.0254,0.0254,0.045,0.0365,0.0254,0.0127,0.0254,0.02,0.0506,0.0273,0.030600000000000002,75.0,0.145,0.4773,0.0254,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.00635,0.001856974311644042,0.0036287654094989733,0.002982860252187837,0.006271180943470471,0.002206823424662257,0.0019177050157587858,0.0019177050157587858,0.6653150385113481
1353,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013,0.0318,0.015,0.0492,0.0487,0.0345,73.0,0.145,0.5147,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009,0.0015320328632176942,0.0021353744535731584,0.0023934534748314734,0.0005220479883950646,0.004347249431039436,0.002522868752518011,0.0012428670610017593,0.6689992474852218
1354,0.4,0.0,0.5656,0.045,80.0,0.04,0.0327,0.045,0.04,0.0381,0.0381,0.0318,0.0254,0.0505,0.039,0.0259,80.0,0.1221,0.516,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.0254,0.0012212412235483693,0.006239156678072365,0.0018692380137861238,0.0010674726307746026,0.0071588149394760485,0.0017476008652497882,0.006519044541459109,0.6275466403442284
1357,0.45,0.0,0.5656,0.125,78.0,0.04,0.0254,0.0508,0.0365,0.0254,0.0254,0.0254,0.0254,0.05,0.04,0.052899999999999996,78.0,0.15,0.565,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.0127,0.008683535511389767,0.005032009062253958,0.0014260669739794096,0.0009565586590037034,0.0010581448864536208,0.0027462510362631543,0.002014017781942584,0.721808420242966
1358,0.4,-0.0375,0.5656,0.125,67.5,0.04,0.0254,0.0508,0.0365,0.0254,0.0254,0.0254,0.0254,0.05,0.04,0.052899999999999996,67.5,0.15,0.34,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.0127,0.0030135596127791246,0.004181960656207669,0.0032327541463946946,0.0069983308987682895,0.0024411873753195446,0.0013920601175537327,0.007595729883409651,0.4693785267337592
1359,0.4,-0.0375,0.5656,0.125,67.5,0.04,0.0254,0.0508,0.0365,0.0254,0.0254,0.0254,0.0254,0.05,0.04,0.052899999999999996,67.5,0.15,0.44,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.0127,0.0007045964973551466,0.007096260084698925,0.0011569018598066526,0.0025081504482297903,0.0005266499386774616,0.009992688874435246,0.0008813259716372329,0.4693785267337592
1360,0.325,-0.0375,0.5656,0.125,75.0,0.04,0.0254,0.0508,0.0365,0.0254,0.0254,0.0254,0.0254,0.05,0.04,0.052899999999999996,67.5,0.15,0.44,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.0127,0.004347249431039436,0.007838406567607568,0.0007636251972211374,0.0010127146229326992,0.0024537174713609687,0.0007658624688497097,0.007285583808111342,0.4693785267337592
1361,0.43,0.055,0.5656,0.245,74.0,0.04,0.027,0.045,0.0365,0.023350000000000003,0.013,0.0286,0.015,0.02,0.2293,0.024,73.0,0.1443,0.7293,0.068,0.13,0.016,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009,0.0038460136213157273,0.004036218607893871,0.0006062707782953896,0.0075597057106628115,0.0009555098226965678,0.0005436747068484139,0.0007079541023875408,0.6740870246687216
1362,0.415,0.0,0.5656,0.245,80.0,0.04,0.0254,0.0508,0.0365,0.0381,0.009525,0.03,0.015,0.19,0.015,0.19,73.0,0.2,0.415,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009,0.0006621274096117952,0.002455512727548664,0.0009628758979670495,0.006262014417313638,0.0006621274096117952,0.0011611402789398254,0.0007984651051226682,0.5588536251779872
1363,0.425,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013,0.0318,0.015,0.0489,0.0469,0.038299999999999994,73.0,0.145,0.5969,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009,0.002136936794896301,0.0023812311215001083,0.0009255887448690271,0.004519071117424263,0.0008257852434116485,0.008184048761684387,0.009869214383767384,0.663541270203763
1364,0.392,0.058,0.5656,0.06,74.5,0.04,0.0302,0.045,0.0365,0.023350000000000003,0.015,0.035,0.015,0.045899999999999996,0.0419,0.0325,73.0,0.15,0.54,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009,0.00786712330973061,0.002680762271427334,0.001977527099894909,0.0007575063421274368,0.004812444386022222,0.0012383303210170352,0.005346936906688942,0.6363097801580577
1365,0.395,0.058,0.5656,0.06,74.5,0.04,0.04,0.045,0.0365,0.023350000000000003,0.015,0.035,0.015,0.0404,0.041100000000000005,0.0292,73.0,0.15,0.5711,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009,0.006239156678072365,0.0011088523755146652,0.005558270470790622,0.0012123418937300403,0.0027222538612827465,0.0009008772022854025,0.004197281663697801,0.63263925519627
1367,0.45,0.035,0.5656,0.045,74.5,0.04,0.029200000000000004,0.045,0.0365,0.022,0.017,0.0318,0.015,0.0519,0.0357,0.0264,70.5,0.12,0.48260000000000003,0.068,0.135,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.008,0.008753677888476634,0.005065241110715148,0.006571702963811773,0.001346005437815185,0.0025247146030658294,0.007948091117432764,0.004585660108763002,0.7088468850590772
1370,0.425,0.010825293786479999,0.5656,0.072,68.73572890694808,0.035,0.042,0.056,0.055,0.028,0.01775,0.0318,0.015,0.055,0.065,0.025,67.735,0.12,0.431,0.068,0.135,0.0,0.018, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.0112,0.0008173729064361472,0.0018981692091542476,0.0027603469592497017,0.006410300076467795,0.0031765043527600036,0.0027603469592497017,0.001188636295422473,0.6204782543026242
1371,0.4,0.07,0.5656,0.045,74.0,0.04,0.027700000000000002,0.035,0.035,0.023350000000000003,0.013,0.0318,0.015,0.0427,0.011800000000000001,0.0347,73.0,0.145,0.5468,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009,0.005331317195934518,0.0007914879910167959,0.0033384785144214084,0.001199114345825853,0.008563701746352919,0.00609928924431815,0.0045522438590035455,0.6687780804836547
1372,0.42,0.0,0.5656,0.045,74.0,0.04,0.027700000000000002,0.0325,0.0365,0.023350000000000003,0.014,0.03,0.015,0.0376,0.0116,0.0352,73.0,0.225,0.5616,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009,0.0014053588623604714,0.0019360253952435424,0.007264300835496229,0.009633867122588999,0.003895555695036592,0.004670277844224868,0.0022213975762757306,0.5997556467053156
1373,0.43595999999999996,0.06,0.5656,0.15,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013,0.0318,0.015,0.0439,0.0455,0.040100000000000004,72.0,0.1748,0.6555,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009,0.0031395492944882443,0.0014167108296711094,0.00145025880404622,0.008006434959748185,0.00858879170805454,0.0011748078479584868,0.0035293017426574996,0.6998428061279534
