,Material=Steel,Material=Aluminum,Material=Titanium,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,valid
628,1,0,0,0.406,0.068,0.5656,0.045,74.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0483,0.0335,0.0365,71.0,0.1016,0.48,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.006142,0.001441,0.005221,0.005709,0.00059834,0.008211,0.002883,0.630727,1.0
629,1,0,0,0.44,0.06,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0467,0.0488,0.0352,71.0,0.1838,0.5388,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.001861,0.001763,0.002594,0.00063788,0.007502,0.007458,0.007502,0.649454,1.0
630,1,0,0,0.44,0.06,0.5656,0.045,74.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0474,0.0485,0.036,71.0,0.115,0.4885,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.006792,0.002583,0.005876,0.001737,0.001594,0.001169,0.006882,0.640789,1.0
631,1,0,0,0.37,-0.011,0.5656,0.037,77.5,0.04,0.0286,0.047,0.0365,0.02335,0.015,0.0318,0.015,0.0388,0.0344,0.0228,73.5,0.115,0.2874,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.007793,0.001022,0.004247,0.0005407,0.00052281,0.003078,0.001916,0.641712,1.0
632,1,0,0,0.365,0.035,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0483,0.25,0.0341,75.0,0.0891,0.47,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.005076,0.000886,0.002791,0.00532,0.005816,0.002215,0.00079555,0.630598,1.0
633,1,0,0,0.365,0.035,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0483,0.048,0.0341,75.0,0.1119,0.47,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.000583,0.003197,0.001839,0.001072,0.002903,0.0012,0.00092221,0.628107,1.0
634,1,0,0,0.406,0.068,0.5656,0.045,74.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0461,0.0336,0.0363,71.0,0.1057,0.48,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000538,0.002501,0.006434,0.003336,0.002218,0.00317,0.001636,0.62966,1.0
635,0,0,1,0.355,-0.0445,0.5656,0.045,68.0,0.04,0.0352,0.045,0.045,0.02335,0.013,0.0318,0.015,0.041,0.0497,0.0301,74.0,0.1,0.2197,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.001729,0.004014,0.005837,0.00067781,0.001502,0.001305,0.00056207,0.515044,1.0
636,1,0,0,0.39,0.057,0.5656,0.06,75.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0552,0.0361,0.0398,75.5,0.115,0.5961,0.068,0.13,0.0,0.0,0.33,0.3,0.005,0.002114,0.000883,0.006983,0.00086853,0.00083979,0.008773,0.007065,0.634638,1.0
637,0,0,1,0.42472,0.015,0.5656,0.05,69.0,0.05,0.05,0.045,0.054,0.045,0.029,0.04,0.018,0.0437,0.0338,0.0397,65.0,0.1054,0.3338,0.08,0.135,0.0,0.0,0.33,0.3,0.009,0.002234,0.001715,0.001979,0.005936,0.002828,0.002621,0.002111,0.655538,1.0
638,0,0,1,0.4,0.03,0.5656,0.045,72.5,0.04,0.0302,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0554,0.06,0.0275,72.5,0.1132,0.35,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.006354,0.004319,0.000869,0.001893,0.00052243,0.001199,0.005058,0.624228,1.0
639,0,0,1,0.40859,0.02,0.5656,0.045,58.1,0.04,0.0302,0.045,0.05,0.03,0.0215,0.0318,0.015,0.0554,0.01,0.0275,68.5,0.1385,0.3,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.002566,0.001446,0.005058,0.00091081,0.00084906,0.002521,0.004526,0.629928,1.0
640,0,0,1,0.405,0.02,0.5656,0.045,71.5,0.04,0.0485,0.045,0.052,0.03,0.0215,0.0318,0.015,0.0626,0.0551,0.0442,67.5,0.12,0.3951,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.008623,0.003719,0.002557,0.001122,0.002353,0.00059008,0.002102,0.629594,1.0
641,1,0,0,0.425,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0463,0.032,0.0285,73.0,0.1131,0.562,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.001994,0.006378,0.005335,0.001308,0.008226,0.001243,0.002869,0.654553,1.0
642,1,0,0,0.405,0.02,0.5656,0.045,74.0,0.04,0.0375,0.045,0.046,0.02335,0.019,0.0318,0.015,0.0545,0.0431,0.0317,66.0,0.12,0.3431,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.006856,0.001042,0.000615,0.001264,0.0033,0.003186,0.001404,0.667321,1.0
643,1,0,0,0.405,0.02,0.5656,0.045,70.5,0.04,0.0286,0.045,0.0365,0.02335,0.0175,0.0318,0.015,0.047,0.0538,0.0289,65.5,0.118,0.3738,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.001045,0.000624,0.002262,0.00221,0.001121,0.001593,0.00063929,0.661807,1.0
644,1,0,0,0.405,0.02,0.5656,0.045,70.0,0.04,0.04,0.045,0.045,0.0425,0.0265,0.0318,0.015,0.0585,0.0577,0.0319,69.0,0.12,0.3777,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000876,0.000659,0.000558,0.0006573,0.001531,0.001782,0.003682,0.630597,1.0
645,1,0,0,0.425,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0463,0.032,0.0285,73.0,0.1131,0.562,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.0007,0.001523,0.001541,0.00088004,0.00069335,0.001546,0.001875,0.654553,1.0
646,1,0,0,0.37,0.049,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0487,0.0484,0.0351,75.0,0.1409,0.47,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.002226,0.001319,0.007651,0.00095866,0.007154,0.00448,0.001777,0.638129,1.0
647,1,0,0,0.37,0.049,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0487,0.23,0.0351,75.0,0.0398,0.47,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000681,0.000734,0.006122,0.0007886,0.001393,0.00064728,0.001845,0.6403,1.0
648,1,0,0,0.38,0.06,0.5656,0.15,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0461,0.047,0.038,74.0,0.2033,0.6,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.001055,0.004727,0.001161,0.004818,0.0006687,0.001702,0.00261,0.673987,1.0
649,1,0,0,0.41,0.07,0.5656,0.025,73.0,0.04,0.027,0.036,0.0365,0.02125,0.0125,0.0286,0.005,0.037,0.0156,0.0275,74.0,0.1404,0.58,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.001586,0.002569,0.000899,0.001444,0.002708,0.001907,0.001208,0.659163,1.0
650,0,0,1,0.393,0.01,0.5656,0.06,70.5,0.04,0.0446,0.05,0.0505,0.02335,0.0165,0.0318,0.015,0.0529,0.0205,0.0364,70.5,0.0862,0.4015,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.004984,0.003764,0.000527,0.001224,0.00092424,0.001511,0.002681,0.5891,1.0
651,1,0,0,0.39,0.057,0.5656,0.06,75.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0552,0.0361,0.0398,75.5,0.115,0.5961,0.068,0.13,0.0,0.0,0.33,0.3,0.005,0.001518,0.002306,0.00319,0.009812,0.001411,0.003018,0.003314,0.634638,1.0
652,1,0,0,0.415,0.075,0.5656,0.045,74.5,0.04,0.0286,0.035,0.0365,0.02335,0.013,0.0318,0.015,0.0471,0.049,0.0335,73.0,0.138,0.519,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000537,0.001875,0.00132,0.002516,0.00275,0.001047,0.007524,0.652121,1.0
653,0,0,1,0.405,0.02,0.5656,0.045,79.5,0.04,0.05,0.045,0.05,0.04,0.029,0.0318,0.015,0.0373,0.0432,0.0217,70.1,0.1,0.2132,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.003237,0.004055,0.002488,0.001394,0.0011,0.00308,0.001222,0.607397,1.0
654,1,0,0,0.425,0.065,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0489,0.048,0.0364,71.5,0.1451,0.56,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.001126,0.001127,0.005041,0.001751,0.002193,0.008308,0.001784,0.669441,1.0
655,1,0,0,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000632,0.000826,0.001416,0.003573,0.009073,0.002376,0.001643,0.653639,1.0
656,0,0,1,0.405,0.07,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0483,0.0479,0.0359,73.0,0.171,0.565,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.003842,0.005923,0.000782,0.0005411,0.00086409,0.00582,0.007618,0.656324,1.0
657,0,0,1,0.405,0.07,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0494,0.0477,0.0361,73.5,0.1553,0.56,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.004118,0.008646,0.008323,0.0007287,0.002068,0.005181,0.002436,0.650068,1.0
658,0,0,1,0.405,0.07,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0485,0.0476,0.0362,73.5,0.1746,0.58,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.001695,0.00718,0.004142,0.005494,0.009934,0.003873,0.005665,0.659372,1.0
659,0,0,1,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0488,0.0481,0.0357,73.0,0.15,0.54,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.00912,0.00274,0.005744,0.0027,0.001382,0.00537,0.00254,0.650478,1.0
660,0,0,1,0.405,0.07,0.5656,0.045,82.00000076573804,0.04,0.0625,0.045,0.07,0.025,0.0235,0.075,0.015,0.05,0.0512,0.0475,85.0,0.076,0.5172,0.068,0.13,0.0,0.0,0.33,0.3,0.02,0.001389,0.008359,0.000937,0.0041,0.004431,0.005566,0.006443,0.728676,1.0
661,1,0,0,0.425,0.065,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0493,0.0474,0.0372,72.0,0.105,0.52,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.001956,0.000902,0.000666,0.007601,0.001523,0.00324,0.002189,0.640365,1.0
662,1,0,0,0.431,0.068,0.5656,0.045,72.99997971982306,0.04,0.0282,0.045,0.0365,0.0205,0.013,0.031,0.015,0.0469,0.075,0.0344,71.5,0.125,0.532,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.004743,0.008818,0.002704,0.003956,0.002596,0.00079613,0.00065251,0.659876,1.0
663,1,0,0,0.37,0.048,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0502,0.0488,0.0341,73.5,0.1111,0.47,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.000515,0.000621,0.001442,0.002777,0.001511,0.001865,0.001718,0.62752,1.0
664,1,0,0,0.395,0.07,0.5656,0.045,74.5,0.045,0.035,0.035,0.035,0.02,0.015,0.032,0.015,0.0352,0.035,0.0306999999999999,73.5,0.166,0.605,0.17,0.12,0.0,0.0,0.33,0.3,0.009,0.0044992836176833,0.0053626023801235,0.0028841758118486,0.0005193821103919,0.0021652552187042,0.0030401247022332,0.0005770671101768,0.6599589445685619,0.0
665,1,0,0,0.415,0.07,0.5656,0.045,72.99997971982306,0.04,0.027,0.0338,0.0286,0.02335,0.013,0.0286,0.015,0.0421,0.0456,0.0348,73.0,0.12,0.5656,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.002508,0.004629,0.008608,0.00064163,0.001069,0.00061318,0.003918,0.618521,1.0
666,1,0,0,0.41,0.07,0.5656,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.0467,0.0383,73.0,0.145,0.5967,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.004646,0.000862,0.000785,0.001141,0.006448,0.002146,0.006081,0.653639,1.0
667,1,0,0,0.4,-0.002,0.5656,0.025,66.5,0.0381,0.0254,0.0318,0.034,0.018,0.011425,0.0286,0.005,0.045,0.491,0.01,70.0,0.22,0.477,0.068,0.13,0.0,0.0,0.33,0.3,0.03,0.0029981706399999,0.0011072315764345,0.0086835355113897,0.0013529141976992,0.0041423872568089,0.0045223774843882,0.0027826440175219,0.5915131620209771,0.0
668,1,0,0,0.37,0.048,0.5656,0.025,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.049,0.0488,0.0311,73.5,0.0271,0.47,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.001165,0.005522,0.00628,0.009187,0.003438,0.003242,0.008172,0.626409,1.0
669,1,0,0,0.825,0.075,0.5656,0.25,73.49999998763374,0.04,0.0327,0.045,0.0365,0.026,0.014,0.0318,0.015,0.0441,0.2516,0.0336,72.0,0.14,0.6,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.001393,0.001026,0.005039,0.007169,0.00979,0.00060782,0.004265,0.701659,1.0
670,1,0,0,0.405,0.078,0.5656,0.04,75.00000349528622,0.0381,0.0254,0.0317,0.034,0.01735,0.0105,0.0286,0.015,0.0363,0.0193,0.0279,73.5,0.1314,0.58,0.068,0.13,0.0,0.0,0.33,0.3,0.0106,0.000561,0.001035,0.001925,0.002869,0.004781,0.002742,0.00087618,0.668844,1.0
671,0,1,0,0.42519,0.06,0.5656,0.04,73.0,0.04,0.0352,0.052,0.0365,0.02335,0.0165,0.04,0.015,0.0455,0.04,0.029,70.5,0.1034,0.43,0.072,0.135,0.0,0.0,0.33,0.3,0.08,0.0025321115202605,0.0059669198042845,0.0030356809805715,0.0085511842641171,0.002974146587678,0.0017361352004619,0.000627244165066,0.7154969195826886,0.0
672,1,0,0,0.355,0.025,0.5656,0.037,77.0,0.045,0.033,0.033,0.0345,0.018,0.015,0.026,0.015,0.0352,0.0188,0.0306999999999999,73.5,0.14,0.5988,0.17,0.12,0.0,0.0,0.33,0.3,0.009,0.0037832413416379,0.0042219121115057,0.0009692348568058,0.003589172891468,0.0007714843670461,0.0013139077772514,0.0048442264005366,0.6196848006600281,0.0
673,0,0,1,0.31,0.001,0.5656,0.037,69.99997270451806,0.04,0.0286,0.045,0.0365,0.02335,0.0165,0.0318,0.015,0.0538,0.0577,0.0238,70.5,0.11,0.2577,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000984,0.006382,0.001676,0.003009,0.00505,0.001912,0.00661,0.54445,1.0
674,1,0,0,0.405,-0.163,0.5656,0.045,79.99997699027486,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0542,0.0509,0.0307,81.0,0.1588,0.5169,0.068,0.12,0.0,0.0,0.33,0.3,0.009,0.001386,0.000902,0.000741,0.002213,0.00076084,0.001431,0.001273,0.606573,1.0
675,1,0,0,0.31,0.0,0.5656,0.045,71.49997621217057,0.04,0.0331,0.045,0.048,0.02785,0.013,0.0318,0.015,0.0498,0.0558,0.0275,70.5,0.12,0.2058,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000525,0.007169,0.00073,0.002702,0.003626,0.001397,0.004272,0.580124,1.0
676,1,0,0,0.43,0.075,0.5656,0.035,74.0000202554444,0.04,0.0302,0.044,0.01905,0.02335,0.013,0.035,0.015,0.053,0.0358,0.0328,72.0,0.168,0.54,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.005438,0.008036,0.004816,0.005665,0.004309,0.004386,0.004677,0.67988,1.0
677,1,0,0,0.32,-0.005,0.5656,0.07,72.99997971982306,0.04,0.0361,0.045,0.0545,0.02735,0.0215,0.035,0.015,0.0602,0.0702,0.0152,73.0,0.12,0.2402,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.006472,0.006973,0.001035,0.00813,0.001897,0.001252,0.002925,0.600054,1.0
678,0,0,1,0.405,0.07,0.5656,0.045,74.0000202554444,0.08,0.0286,0.045,0.1,0.02335,0.013,0.08,0.015,0.0769,0.0784,0.034,73.0,0.145,0.5444,0.068,0.12,0.0,0.0,0.33,0.3,0.009,0.006762,0.004753,0.000565,0.004041,0.001072,0.002625,0.004118,0.626145,1.0
679,1,0,0,0.34,0.016,0.5656,0.045,71.49997621217057,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0496,0.02,0.0346,72.5,0.1006,0.32,0.068,0.12,0.0,0.0,0.33,0.3,0.009,0.009143,0.004537,0.001039,0.003492,0.001798,0.006347,0.00083398,0.506601,1.0
680,1,0,0,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.027,0.034,0.0365,0.02335,0.013,0.0286,0.015,0.0435,0.0476,0.0315,73.0,0.145,0.515,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.003089,0.000788,0.008018,0.009501,0.004694,0.00105,0.004325,0.650151,1.0
681,0,0,1,0.40914,0.06,0.5656,0.045,74.0000202554444,0.04,0.0327,0.045,0.0365,0.026,0.021,0.041,0.015,0.0533,0.0522,0.0384,73.5,0.14,0.5072,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.003627,0.002498,0.000559,0.001835,0.002524,0.001219,0.004769,0.644576,1.0
682,1,0,0,0.36,0.05,0.5656,0.09,74.49998322747555,0.04,0.027,0.04,0.0365,0.02335,0.013,0.0286,0.015,0.035,0.04,0.02,73.5,0.09,0.38,0.068,0.12,0.0,0.0,0.33,0.3,0.009,0.001511,0.005603,0.001141,0.00078457,0.002097,0.001476,0.008844,0.57794,1.0
683,1,0,0,0.4,0.0616,0.5656,0.06,74.0000202554444,0.038,0.03025,0.038,0.0365,0.0254,0.016,0.0319,0.015,0.0403,0.0418,0.0309,74.0,0.1259,0.5921,0.068,0.12,0.0,0.0,0.33,0.3,0.009,0.001254,0.001864,0.002095,0.00074924,0.00188,0.002176,0.001615,0.640907,1.0
684,1,0,0,0.392,-0.008,0.5656,0.045,74.49998322747555,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.045,0.028,0.0369,74.5,0.1227,0.368,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.006826,0.004681,0.000984,0.005185,0.00514,0.002402,0.001558,0.65076,1.0
685,1,0,0,0.405,0.032,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0457,0.032,0.039,72.0,0.1386,0.552,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000852,0.004698,0.007502,0.007691,0.00060428,0.00090484,0.008024,0.654289,1.0
686,1,0,0,0.405,0.045,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0464,0.032,0.039,72.0,0.1266,0.552,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.003273,0.006149,0.001223,0.00063602,0.001324,0.00057328,0.0006793,0.66368,1.0
687,0,0,1,0.405,0.07,0.5656,0.068,74.0000202554444,0.04,0.0405,0.055,0.0505,0.02685,0.013,0.0318,0.015,0.0558,0.0603,0.0358,73.0,0.1374,0.5,0.068,0.13,0.0,0.0,0.33,0.3,0.003,0.001628,0.004763,0.009585,0.00092288,0.002004,0.002124,0.004493,0.647456,1.0
688,1,0,0,0.405,0.02,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0513,0.0564,0.0253,72.0,0.11,0.2964,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.004532,0.001857,0.003443,0.0005813,0.003493,0.005262,0.007562,0.60823,1.0
689,0,0,1,0.405,0.07,0.5656,0.218,74.0000202554444,0.04,0.0386,0.055,0.0535,0.03,0.013,0.0438,0.015,0.0555,0.194,0.0356,73.0,0.153,0.635,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.001937,0.000906,0.003167,0.002551,0.002867,0.00706,0.004121,0.655517,1.0
690,1,0,0,0.405,0.02,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0513,0.0564,0.0253,72.0,0.11,0.2964,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.002249,0.00916,0.000731,0.00073137,0.00055229,0.00099146,0.001003,0.60823,1.0
691,0,0,1,0.405,0.07,0.5656,0.06,73.49999998763374,0.04,0.038,0.045,0.0485,0.02335,0.013,0.0318,0.015,0.0499,0.0491,0.0326,73.0,0.145,0.4991,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.00131,0.003317,0.006167,0.00054149,0.005799,0.00123,0.006077,0.642997,1.0
692,1,0,0,0.45,0.07,0.5656,0.045,72.99997971982306,0.055,0.0286,0.045,0.0381,0.02335,0.013,0.0301,0.015,0.0495,0.0541,0.034,70.0,0.1634,0.575,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.004148,0.005144,0.002461,0.001405,0.005971,0.004328,0.001707,0.683374,1.0
693,1,0,0,0.43365,0.0775,0.5656,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0503,0.0482,0.05,73.0,0.145,0.5282,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.006068,0.000683,0.00127,0.00051072,0.007954,0.002454,0.002468,0.66062,1.0
694,1,0,0,0.39,-0.005,0.5656,0.06,72.99997971982306,0.04,0.0286,0.045,0.045,0.02335,0.016,0.03,0.015,0.053,0.04,0.033,74.0,0.11,0.44,0.068,0.12,0.0,0.0,0.33,0.3,0.009,0.000815,0.000608,0.000725,0.0033,0.003076,0.003261,0.00059073,0.655963,1.0
695,0,0,1,0.399,0.068,0.5656,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0441,0.0398,0.0361,73.0,0.18,0.58,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.003811,0.00105,0.001677,0.00172,0.002702,0.004047,0.001794,0.663798,1.0
696,0,0,1,0.40172,0.067,0.5656,0.1,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0482,0.0278,0.0233,73.0,0.1695,0.56,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000548,0.002041,0.000773,0.004916,0.001094,0.005159,0.001897,0.648404,1.0
697,1,0,0,0.41,0.07,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0465,0.0319,0.0335,73.0,0.1185,0.5619,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.001431,0.004389,0.002438,0.002069,0.007344,0.00588,0.002149,0.650664,1.0
698,1,0,0,0.3429,-0.0434,0.5656,0.033,71.00001324013941,0.04,0.0286,0.038,0.0365,0.02335,0.0165,0.0318,0.015,0.036,0.0292,0.0267,75.0,0.11,0.2512,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.002874,0.00076,0.002429,0.007725,0.004873,0.007296,0.001196,0.520176,1.0
699,1,0,0,0.425,0.07,0.5656,0.03,74.0000202554444,0.034,0.02545,0.032,0.0365,0.018,0.0135,0.029,0.015,0.032,0.0151,0.0262,73.0,0.1095,0.55,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000655,0.002397,0.000779,0.002318,0.00424,0.001732,0.001227,0.656812,1.0
700,1,0,0,0.405,0.01,0.5656,0.045,78.00001051059121,0.04,0.0286,0.045,0.049,0.0367,0.015,0.0318,0.015,0.0608,0.0484,0.0249,72.5,0.1098,0.2784,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000765,0.006914,0.003347,0.002763,0.005275,0.00197,0.00095971,0.608407,1.0
701,1,0,0,0.37783,0.01,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.049,0.0367,0.015,0.0318,0.015,0.0633,0.0434,0.0256,66.6,0.0975,0.3134,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.00172,0.007861,0.004923,0.002386,0.00083857,0.001379,0.00142,0.589965,1.0
702,1,0,0,0.3778,0.01,0.5656,0.045,73.49999998763374,0.04,0.0286,0.045,0.049,0.0367,0.015,0.0318,0.015,0.0587,0.0404,0.0262,72.1,0.11,0.2804,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000974,0.008006,0.000719,0.006958,0.001833,0.00058215,0.00090815,0.622486,1.0
703,1,0,0,0.37896,0.01,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0513,0.0558,0.0255,73.0,0.11,0.3003,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.001732,0.005047,0.002903,0.00078171,0.00057077,0.003321,0.001179,0.606614,1.0
704,0,0,1,0.425,0.06,0.5656,0.045,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0491,0.0472,0.0375,72.0,0.145,0.56,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.002279,0.005006,0.000868,0.00061453,0.001884,0.004586,0.001087,0.636699,1.0
705,1,0,0,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0302,0.038,0.0365,0.02335,0.013,0.035,0.015,0.0407,0.023,0.0346,72.5,0.1546,0.593,0.068,0.13,0.0,0.0,0.33,0.3,0.007,0.005458,0.006354,0.001012,0.006028,0.006317,0.004499,0.003058,0.664889,1.0
706,0,0,1,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.003937,0.004983,0.00423,0.003835,0.00053226,0.00073701,0.00062977,0.653639,1.0
707,1,0,0,0.44,0.08,0.5656,0.045,73.49999998763374,0.04,0.0296,0.05,0.03755,0.02335,0.013,0.0318,0.015,0.0601,0.0487,0.0399,71.5,0.15,0.5487,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.002804,0.005408,0.001758,0.003451,0.003421,0.003838,0.006464,0.673644,1.0
708,1,0,0,0.32,0.001,0.5656,0.045,74.0000202554444,0.04,0.0411,0.045,0.05,0.03285,0.019,0.0318,0.015,0.0482,0.0575,0.0241,73.0,0.12,0.2275,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.00908,0.000787,0.002078,0.00354,0.007663,0.005088,0.004743,0.598483,1.0
