, CS Length, BB Drop, Stack, SS E, ST Angle, BB OD, TT OD, HT OD, DT OD, CS OD, SS OD, ST OD, CS F, HT LX, ST UX, HT UX, HT Angle, HT Length, ST Length, BB Length, Dropout Offset, SSB OD, CSB OD, Material, SSB Offset, CSB Offset, SS Z, SS Thickness, CS Thickness, TT Thickness, BB Thickness, HT Thickness, ST Thickness, DT Thickness, DT Length
846,0.425,0.07,0.5656,0.16,73.5,0.04,0.0254,0.0286,0.0286,0.023350000000000003,0.013000000000000001,0.0286,0.015,0.0369,0.0095,0.024,72.5,0.2,0.605,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.0017046792926940287,0.003073660615862712,0.0006332364063331858,0.0017759478352481226,0.0020347458928488093,0.0006350916644509428,0.001964552934404938,0.6737174349980367
847,0.43,0.035,0.5656,0.16,73.0,0.04,0.029200000000000007,0.045,0.0365,0.022000000000000002,0.021,0.0318,0.015,0.0493,0.035,0.0212,70.5,0.19,0.475,0.068,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.008,0.0034653566132270136,0.004100188443297418,0.0061936912024597186,0.006405613425591114,0.0027785766529534713,0.0087986086569081,0.009383520734084294,0.674201230184902
848,0.405,0.034,0.5656,0.045,73.0,0.04,0.03765,0.045,0.0425,0.023350000000000003,0.013000000000000001,0.0349,0.015,0.0527,0.0288,0.0415,72.0,0.243,0.5788,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.0007134117576437852,0.0009871198410324172,0.002206823424662257,0.0032091966830405283,0.0006038368982257981,0.007132683679747446,0.0014354849074930188,0.6461659477635202
849,0.46142,0.02,0.5656,0.045,73.0,0.04,0.038,0.045,0.045,0.03,0.025,0.038,0.015,0.036000000000000004,0.1,0.0228,73.0,0.1,0.5,0.068,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0014291993995873026,0.0010666921881305493,0.0006011928985726147,0.0012938816792534113,0.0005703535828792018,0.0018596926068228565,0.009797296246584174,0.7257658722205996
850,0.405,0.005,0.5656,0.045,71.5,0.04,0.0286,0.045,0.0365,0.02835,0.018000000000000002,0.0318,0.015,0.047,0.0495,0.0273,69.0,0.125,0.3155,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.006581322821432376,0.007662687657520478,0.005457563772814515,0.004998995042711982,0.0017034329802583766,0.005425724588076712,0.005362602380123598,0.6369818393710929
851,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0499,0.049,0.034,73.0,0.145,0.515,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.0017361352004619975,0.00978297563087876,0.0005678561954559503,0.004890504668173505,0.002136936794896301,0.0029309586023782428,0.001504274953332537,0.6536386402787728
852,0.42,0.08,0.5656,0.045,74.0,0.035,0.0254,0.036000000000000004,0.0365,0.023350000000000003,0.013000000000000001,0.0286,0.015,0.0435,0.046200000000000005,0.0302,72.0,0.1066,0.5122000000000001,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.002877854464265261,0.0006577833221966564,0.009934391971211615,0.0027462510362631547,0.0016922570922575893,0.0030557290162985897,0.003455233458810917,0.6653378957955483
853,0.3641,0.0,0.5656,0.045,74.0,0.04,0.025700000000000004,0.045,0.033,0.025,0.02,0.036000000000000004,0.02,0.02,0.0374,0.02,73.0,0.1,0.2974,0.068,0.135,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.000851545302390372,0.0008923523078002462,0.0008318470113652568,0.009711685925728695,0.0037201329285855094,0.001601930876079056,0.0008416385297950389,0.5722206672058577
854,0.405,0.07,0.5656,0.045,73.5,0.04,0.027100000000000003,0.04,0.036000000000000004,0.023350000000000003,0.013000000000000001,0.0288,0.015,0.0373,0.026000000000000002,0.0348,73.0,0.1858,0.5760000000000001,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.007724584004517357,0.0007920670812054361,0.003087178336417361,0.0066734167214740295,0.0026360443596043204,0.0006286219374434455,0.0026053769459640787,0.6603321217032551
855,0.405,0.07,0.5656,0.045,73.5,0.04,0.027100000000000003,0.038,0.036000000000000004,0.023350000000000003,0.013000000000000001,0.0288,0.015,0.0373,0.02,0.0348,73.0,0.1858,0.56,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.0006979289839811535,0.0016207869102801311,0.009598701374333234,0.006010720639356296,0.0017798487912192786,0.001375865062534434,0.0016786971993068426,0.6603321217032551
856,0.43200000000000005,0.0625,0.5656,0.045,72.49999999999999,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.015,0.0318,0.015,0.0401,0.0425,0.0303,72.49999999999999,0.18,0.6425,0.068,0.12,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.007200824228311429,0.008824386849653237,0.0036367361695692608,0.0007932265329623275,0.008298569958872909,0.0070034512098865,0.0007897532594935973,0.6795795238820507
857,0.39,0.025,0.5656,0.03,72.0,0.04,0.0446,0.045,0.053,0.02535,0.024,0.0318,0.015,0.045,0.0242,0.03,71.0,0.1,0.2742,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0007276397032481115,0.0008659909347663421,0.0017889843768439872,0.0009195161395670699,0.0014619734564218032,0.0008890950242803215,0.0007416088080384321,0.621173522963384
859,0.445,0.073,0.5656,0.045,72.0,0.04,0.0254,0.0318,0.0365,0.0225,0.015,0.0286,0.015,0.0333,0.0238,0.0354,73.0,0.1608,0.5788,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.0101,0.007065187937140586,0.003999486653054185,0.0005407006253962768,0.0042466870954702045,0.0005084820104904694,0.00663448430461694,0.007328337000799922,0.650500984330378
860,0.37378,0.0,0.5656,0.045,74.0,0.04,0.033600000000000005,0.053,0.0365,0.03635,0.021,0.0318,0.015,0.0583,0.0359,0.031,73.0,0.11,0.3159,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0017184490593522624,0.0016398648953975044,0.0005994366670428262,0.0027442432176473085,0.002943848730566021,0.0005458660917028794,0.002978500233433742,0.6235984086657583
861,0.27671,0.009999999999999943,0.5656,0.045,76.0,0.04,0.0367,0.045,0.0365,0.023350000000000003,0.02,0.0318,0.015,0.0486,0.0277,0.039,76.0,0.25,0.6227,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0015984198689377475,0.008760082494784336,0.0005099717627666506,0.0008749036446244988,0.0006501307524840262,0.0020829290517853445,0.0031928086745906343,0.5632662113061305
862,0.415,0.07,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0439,0.0202,0.033,72.0,0.1795,0.5852,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.0008499897170777893,0.0031568181395500825,0.008050473728325673,0.0010963529762887231,0.008931522658121825,0.0016916383639424342,0.00414390236331324,0.664566363502296
863,0.327,-0.001,0.5656,0.055,74.0,0.04,0.0286,0.042,0.0365,0.0235,0.0165,0.0318,0.015,0.0523,0.0546,0.0226,71.0,0.115,0.3,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0010119742145557468,0.0005571599326632545,0.0037529265934627344,0.003437589044737268,0.005238552488662597,0.00789017243362462,0.007798379144625826,0.5990637199009807
864,0.355,-0.001,0.5656,0.055,74.0,0.04,0.0286,0.042,0.0365,0.0235,0.0165,0.0318,0.015,0.0505,0.053700000000000005,0.024,69.5,0.115,0.3,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0006626118534579277,0.000542284771876975,0.008785747813452253,0.005445602242097663,0.0033951125339844674,0.000671392704314716,0.007702018604933554,0.57069764285697
865,0.41,0.015,0.5656,0.2,69.99999999999999,0.04,0.05,0.045,0.0475,0.04,0.0215,0.04,0.015,0.0455,0.0534,0.03,65.1,0.08990000000000001,0.3534,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0039098274309251856,0.0018273340293930172,0.0005103448823182467,0.004687387847812816,0.0008897455284082086,0.0012492464335147092,0.003581306377474481,0.6102737105672348
866,0.295,0.0,0.5656,0.028999999999999998,73.5,0.04,0.0379,0.04,0.04245,0.0315,0.021,0.0318,0.015,0.0327,0.0269,0.033,72.5,0.0917,0.2269,0.068,0.135,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.0112,0.002116715214583552,0.002151049406031919,0.0009820790380235562,0.00908635937893669,0.0005920297380289437,0.0008969325625699399,0.004228092274185532,0.5353673824859835
867,0.295,0.0,0.5656,0.028999999999999998,73.5,0.04,0.0429,0.04,0.04245,0.0315,0.021,0.0318,0.015,0.0327,0.0269,0.033,72.5,0.0917,0.2269,0.068,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.0112,0.0026034721221645327,0.0017084237038381836,0.0036984298382519726,0.009655028381231449,0.0010951508599353304,0.0009742097333619306,0.00900037623410503,0.5353673824859835
868,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.055,0.0494,0.0333,73.0,0.145,0.5154,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.0013819160101700516,0.0009929124481702822,0.0013738539735230215,0.0009447389581505543,0.008353374804337222,0.0033141506250426683,0.006382231518172036,0.6130772065686129
869,0.42,0.03,0.5656,0.045,72.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0469,0.0512,0.0316,68.5,0.10300000000000001,0.4,0.068,0.135,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.0006181358676161343,0.003382719621444689,0.0023058212740625326,0.0005628941783984684,0.002480784669338167,0.0006689419722753121,0.0005051459602522059,0.6432330308175133
870,0.405,0.07,0.5656,0.045,74.50000000000001,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0505,0.0488,0.0335,74.00000000000001,0.145,0.5147999999999999,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.008451700845340011,0.002854794493861352,0.0010465997420949845,0.007008575267267404,0.006988101504366186,0.0017981668534883812,0.004031793021883386,0.6596316277810943
871,0.37,-0.001,0.5656,0.055,74.0,0.04,0.0286,0.042,0.0365,0.0235,0.0165,0.0318,0.015,0.0521,0.0489,0.023,69.5,0.115,0.3,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.0008793943391139791,0.0007731789700567045,0.0005014649016537915,0.004770392487455804,0.003130377902954184,0.002030286270110264,0.0016640284782398489,0.5882246963062328
872,0.36,-0.025999999999997896,0.5656,0.045,72.00000000000003,0.04,0.0327,0.045,0.0365,0.035,0.024,0.033,0.015,0.07,0.0515,0.018000000000000002,72.00000000000003,0.12,0.1515,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0006797925494269803,0.0013879935694031912,0.0027684342329009877,0.0006837817015140861,0.0005163520582201748,0.007355185054932811,0.0008441043651434218,0.5083816269502978
873,0.44,0.085,0.5656,0.045,75.5,0.04,0.0286,0.0318,0.0286,0.023350000000000003,0.013000000000000001,0.0286,0.015,0.0443,0.046200000000000005,0.0301,72.0,0.09,0.4462,0.068,0.135,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.005382248779979253,0.006405613425591114,0.004404858646286652,0.0042591290533687855,0.0006222181180362117,0.005083798099500156,0.0012853927766072895,0.6801357951328518
874,0.41,0.005,0.5656,0.045,71.0,0.04,0.0377,0.05,0.049,0.05,0.0215,0.0318,0.015,0.11,0.0401,0.0217,70.0,0.13,0.3851,0.068,0.135,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.0009994697723298958,0.008347267547128825,0.003302053241398185,0.008214031796601575,0.007942280168216798,0.0009276218456558118,0.003340921103790584,0.6182671057596849
875,0.35,0.00035641903380656,0.5656,0.045,72.61526903169334,0.04,0.0377,0.05,0.049,0.05,0.0215,0.0318,0.015,0.11,0.0401,0.0217,70.4959187310944,0.13,0.3401,0.068,0.135,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.0007839982337085085,0.0031326682360368232,0.0008179709352577463,0.0019191080997877747,0.001329373544442062,0.0030334615560891594,0.001329373544442062,0.6288086378388433
876,0.345,-0.006999999999999999,0.5656,0.05,78.0,0.04,0.0286,0.042,0.0365,0.0235,0.0165,0.0318,0.015,0.0543,0.0463,0.0217,73.5,0.115,0.2963,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.015,0.0055420334029957895,0.0015275574204347813,0.0024394025925767392,0.002500823527188153,0.003929895744283749,0.0006222181180362117,0.0055177666938256405,0.5744547097000616
877,0.43,0.062,0.5656,0.045,73.6,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0416,0.0169,0.054000000000000006,72.0,0.1224,0.54,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.007752883746939773,0.0024340560697954155,0.0005133396832382623,0.0017437705881700016,0.0006226733623500086,0.004194212978370408,0.001480264317363939,0.6461529059003399
878,0.445,0.073,0.5656,0.045,72.0,0.04,0.0254,0.0318,0.0365,0.0225,0.015,0.0286,0.015,0.0333,0.0234,0.0361,73.0,0.1512,0.5883999999999999,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.0101,0.002776545200673368,0.0033482595998152553,0.0008221694062483357,0.0005148436675401273,0.0018219959396625907,0.0022491896500554443,0.0043823648985218564,0.650500984330378
879,0.48,0.03,0.5656,0.075,75.5,0.04,0.0316,0.025,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.08990000000000001,0.055999999999999994,0.0294,76.5,0.15880000000000002,0.5920000000000001,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.005433666927880157,0.0016042758309607337,0.0005847143326078496,0.006514278386138625,0.0005216663125556663,0.0076068487426163645,0.0022003767535717133,0.693610566319841
880,0.43,0.062,0.5656,0.045,72.0,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.040999999999999995,0.0181,0.0256,72.0,0.1581,0.54,0.068,0.13,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.001106017532040292,0.004953501258060775,0.009539213943872358,0.001361351097188951,0.00662720980247083,0.0007678254578251923,0.008411617069859505,0.6524752916440009
881,0.295,0.0,0.5656,0.028999999999999998,86.0,0.04,0.04,0.04,0.0425,0.0315,0.021,0.0318,0.015,0.0327,0.0269,0.033,72.5,0.1101,0.2269,0.068,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.0112,0.0010435423682129906,0.007091071919846988,0.0021939489147845092,0.0007134117576437852,0.002051181815003438,0.000981361027707406,0.0005095989160074444,0.6018185952806936
882,0.295,0.0,0.5656,0.028999999999999998,73.5,0.04,0.0354,0.04,0.03495,0.0315,0.021,0.0318,0.015,0.0327,0.0269,0.033,72.5,0.0917,0.2269,0.068,0.135,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.0112,0.0052808675714496895,0.009978082655164856,0.0030691678750717024,0.001500977982044632,0.007425451222189855,0.005257744420035054,0.006157557482981012,0.5353673824859835
883,0.39,0.057,0.5656,0.08,74.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0426,0.0266,0.0398,73.0,0.1457,0.5766,0.068,0.12,0.0,0.0, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,0.33,0.3,0.009000000000000001,0.0031834816993781658,0.002277329432580869,0.0015798240501257866,0.009342433437763956,0.007490907958176782,0.0013648403884184285,0.005525843767648147,0.6365785456188411
884,0.42,0.019999999999986983,0.5656,0.09,72.36023002124449,0.04,0.0377,0.05,0.095,0.0375,0.0165,0.045,0.015,0.095,0.07,0.06,72.36023002124449,0.15,0.42,0.068,0.13,0.0,0.0, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,0.33,0.3,0.009000000000000001,0.0011795431356084259,0.0017178207546484213,0.0017178207546484213,0.0005965937262885074,0.0008206674842140946,0.0017727035705440953,0.006934641986075603,0.6225807277456211
